111	1770290325	142266368
222	1770290325	270472806.4
333	1770290325	157733711.4
444	1770290325	104837120
111	1770290340	142266368
222	1770290340	270472806.4
333	1770290340	157809840.6
444	1770290340	105197568
111	1770290355	142266368
222	1770290355	270472806.4
333	1770290355	157851012.4
444	1770290355	104681472
111	1770290370	142266368
222	1770290370	270472806.4
333	1770290370	157881308.7
444	1770290370	105451520
111	1770290385	142266368
222	1770290385	270472806.4
333	1770290385	157714290.8
444	1770290385	105361408
111	1770290400	142266368
222	1770290400	270551722.7
333	1770290400	157808569.4
444	1770290400	105807872
111	1770290415	142266368
222	1770290415	270551722.7
333	1770290415	157833427.9
444	1770290415	104431616
111	1770290430	142266368
222	1770290430	270551722.7
333	1770290430	157862170.5
444	1770290430	104960000
111	1770290445	142266368
222	1770290445	270551722.7
333	1770290445	157850518.1
444	1770290445	104689664
111	1770290460	142266368
222	1770290460	270551722.7
333	1770290460	157906449.7
444	1770290460	105000960
111	1770290475	142266368
222	1770290475	270551722.7
333	1770290475	157879260.7
444	1770290475	105066496
111	1770290490	142266368
222	1770290490	270620945.1
333	1770290490	157946844.7
444	1770290490	105439232
111	1770290505	142266368
222	1770290505	270620945.1
333	1770290505	157796917
444	1770290505	105095168
111	1770290520	142266368
222	1770290520	270542028.8
333	1770290520	157817891.3
444	1770290520	105533440
111	1770290535	142266368
222	1770290535	270542028.8
333	1770290535	157856732.7
444	1770290535	106094592
111	1770290550	142266368
222	1770290550	270547353.6
333	1770290550	157889359.4
444	1770290550	105627648
111	1770290565	142266368
222	1770290565	270547353.6
333	1770290565	158011886.3
444	1770290565	105340928
111	1770290580	142266368
222	1770290580	270545032.5
333	1770290580	158532996.4
444	1770290580	105332736
111	1770290595	142266368
222	1770290595	270561006.9
333	1770290595	158412023.2
444	1770290595	105062400
111	1770290610	142266368
222	1770290610	270561006.9
333	1770290610	158444649.9
444	1770290610	104943616
111	1770290625	142266368
222	1770290625	270561006.9
333	1770290625	158458632.8
444	1770290625	104579072
111	1770290640	142163968
222	1770290640	270565649.1
333	1770290640	158516118.1
444	1770290640	104914944
111	1770290655	142163968
222	1770290655	270565649.1
333	1770290655	158525440
444	1770290655	105213952
111	1770290670	142163968
222	1770290670	270565649.1
333	1770290670	158557289.9
444	1770290670	105910272
111	1770290685	142163968
222	1770290685	270563874.1
333	1770290685	158416048.6
444	1770290685	105635840
111	1770290700	142163968
222	1770290700	270587084.8
333	1770290700	158471980.1
444	1770290700	105304064
111	1770290715	142163968
222	1770290715	270587084.8
333	1770290715	158531584
444	1770290715	105328640
111	1770290730	142163968
222	1770290730	270584763.7
333	1770290730	158562657.1
444	1770290730	105918464
111	1770290745	142163968
222	1770290745	270584763.7
333	1770290745	158586738.8
444	1770290745	105013248
111	1770290760	142143488
222	1770290760	270587084.8
333	1770290760	158796199.7
444	1770290760	105013248
111	1770290775	142143488
222	1770290775	270587084.8
333	1770290775	158799942.6
444	1770290775	104620032
111	1770290790	142143488
222	1770290790	270691532.8
333	1770290790	158855097.4
444	1770290790	104677376
111	1770290805	142143488
222	1770290805	270691532.8
333	1770290805	158872399.4
444	1770290805	104837120
111	1770290820	142143488
222	1770290820	270703138.1
333	1770290820	158919785.9
444	1770290820	104816640
111	1770290835	142143488
222	1770290835	270703138.1
333	1770290835	158928331
444	1770290835	105078784
111	1770290850	142143488
222	1770290850	270703138.1
333	1770290850	158970279.7
444	1770290850	104841216
111	1770290865	142274560
222	1770290865	270703138.1
333	1770290865	158814137.4
444	1770290865	104837120
111	1770290880	142274560
222	1770290880	270587084.8
333	1770290880	158871552
444	1770290880	104640512
111	1770290895	142274560
222	1770290895	270500113.1
333	1770290895	158870775.2
444	1770290895	104689664
111	1770290910	142274560
222	1770290910	270500113.1
333	1770290910	158987440.6
444	1770290910	104275968
111	1770290925	142274560
222	1770290925	270500113.1
333	1770290925	165851983.4
444	1770290925	104370176
111	1770290940	142274560
222	1770290940	270555818.7
333	1770290940	169127582.9
444	1770290940	104562688
111	1770290955	142274560
222	1770290955	270555818.7
333	1770290955	168871300.4
444	1770290955	104751104
111	1770290970	142274560
222	1770290970	270555818.7
333	1770290970	169124687.4
444	1770290970	104464384
111	1770290985	142274560
222	1770290985	270555818.7
333	1770290985	169141777.7
444	1770290985	104955904
111	1770291000	142274560
222	1770291000	270555818.7
333	1770291000	169171014.6
444	1770291000	105172992
111	1770291015	142274560
222	1770291015	270555818.7
333	1770291015	169182667
444	1770291015	104226816
111	1770291030	142274560
222	1770291030	270555818.7
333	1770291030	169181113.4
444	1770291030	104882176
111	1770291045	142274560
222	1770291045	270555818.7
333	1770291045	169070238.9
444	1770291045	104714240
111	1770291060	142274560
222	1770291060	270551722.7
333	1770291060	169128501
444	1770291060	104652800
111	1770291075	142274560
222	1770291075	270551722.7
333	1770291075	169137611
444	1770291075	107520000
111	1770291090	142274560
222	1770291090	270551722.7
333	1770291090	169196155.6
444	1770291090	111915008
111	1770291105	142274560
222	1770291105	270551722.7
333	1770291105	169206889.9
444	1770291105	112279552
111	1770291120	142274560
222	1770291120	270565922.1
333	1770291120	169103571.9
444	1770291120	116514816
111	1770291135	142274560
222	1770291135	270565922.1
333	1770291135	169102795
444	1770291135	113577984
111	1770291150	142274560
222	1770291150	270644019.2
333	1770291150	169138529.1
444	1770291150	111575040
111	1770291165	142274560
222	1770291165	270644019.2
333	1770291165	169169249.1
444	1770291165	111722496
111	1770291180	142274560
222	1770291180	270658764.8
333	1770291180	169211197.8
444	1770291180	110837760
111	1770291195	142274560
222	1770291195	270658764.8
333	1770291195	169221084.7
444	1770291195	109887488
111	1770291210	142274560
222	1770291210	270658764.8
333	1770291210	169221084.7
444	1770291210	109887488
111	1770291225	142274560
222	1770291225	270658764.8
333	1770291225	169221084.7
444	1770291225	109887488